year,original,orig_gauss_b4_pq34,orig_gauss_b4_FCC_pq12,orig_gauss_b4_FCC_pq3,orig_gauss_b4_pCCC_pq12,orig_gauss_b4_pCCC_pq3,tribal_name,legal_stat,legal_st_1,reservatio,tribal_gov,n_kids_u5,n_fams_u5,state_n_kids_u5,state_n_fams_u5,hr_slots,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_hr_slots,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_hr_slots,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_hr_slots,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_hr_slots,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_hr_slots,p75_hr_slots,p50_hr_slots,p25_adj_supply_any,p75_adj_supply_any,p50_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p50_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p50_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p50_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p50_adj_supply_public,p25_totcost_any,p75_totcost_any,p50_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p50_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p50_totcost_hr,p25_totcost_public,p75_totcost_public,p50_totcost_public,p25_quality_premium,p75_quality_premium,p50_quality_premium,p25_access_index,p75_access_index,p50_access_index,p25_share_hr,p75_share_hr,p50_share_hr,N_AI_tribal_name,rank_hr_slots,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2019,,,,,,,Lower Sioux,Lower Sioux Indian Community,95,R,Lower Sioux Indian Community,1.757772,.93747878,349261,259503,.000031143023,.00026513249,.11746212,4.2442289e-25,.11743098,0,.000031143023,130.26694,174.72227,,15.750031,,-.42320657,.21685407,.56920344,.27474514,.21301781,.13541356,.081440508,188.82721,254.64575,250.36604,39.83754,1.2466825,-3.9950529e-10,.36112294,.23721111,.56380707,.37398562,.13397329,.18136291,.055848189,236.04593,290.60721,299.03973,48.742886,1.2906914,-.20131844,.4183369,.19199687,.57579273,.15356633,.30953607,.07930655,.11269032,131.17021,200.58304,176.8013,28.325695,1.1799331,.2458223,.29126114,.19229907,.5299468,.23519602,.14615482,.11689028,.046364371,193.21698,273.84366,276.4006,18.412409,1.2438682,-.11975329,.37556082,.000031143023,.000031143023,.000031143023,.11746212,.11746212,.11746212,4.2442289e-25,4.2442289e-25,4.2442289e-25,.11743098,.11743098,.11743098,0,0,0,.000031143023,.000031143023,.000031143023,130.26694,130.26694,130.26694,174.72227,174.72227,174.72227,,,,15.750031,15.750031,15.750031,,,,-.42320657,-.42320657,-.42320657,.00026513249,.00026513249,.00026513249,12,9,10,8,3,10,9,9,9,8,5,,4,,100,0,0,37,48,14
2020,,,,,,,Lower Sioux,Lower Sioux Indian Community,95,R,Lower Sioux Indian Community,1.757772,.93747878,349261,259503,1.5373282,.92031062,1.670445,3.2724485e-25,.13311675,0,1.5373282,14.036834,186.05562,,3.9117372,,3.7055924,.2391668,.58344477,.2826727,.20582268,.14421742,.094949387,195.66025,256.33185,252.38196,112.12788,1.2529514,-5.7189925e-10,.38828039,.25778362,.57914805,.38157508,.12706237,.187273,.070510618,243.56932,292.39255,301.20221,141.01784,1.2822433,-.2076588,.44085431,.21643451,.58869129,.16190679,.30199388,.09164387,.12479064,137.16031,203.26027,181.2607,74.763512,1.2100846,.25356427,.3240844,.212387,.54498643,.2433251,.14078793,.11976141,.065544695,202.12589,275.61298,278.21957,107.53541,1.2393914,-.12787411,.40247095,1.5373282,1.5373282,1.5373282,1.670445,1.670445,1.670445,3.2724485e-25,3.2724485e-25,3.2724485e-25,.13311675,.13311675,.13311675,0,0,0,1.5373282,1.5373282,1.5373282,14.036834,14.036834,14.036834,186.05562,186.05562,186.05562,,,,3.9117372,3.9117372,3.9117372,,,,3.7055924,3.7055924,3.7055924,.92031062,.92031062,.92031062,12,1,1,8,3,10.5,1,1,1,1,4,,1,,8,0,92,35,48,16
2021,,,,,,,Lower Sioux,Lower Sioux Indian Community,95,R,Lower Sioux Indian Community,1.757772,.93747878,349261,259503,3.8845019,.9750787,3.983783,5.1909626e-19,.099281028,5.1909626e-19,3.8845019,9.9304562,189.23338,189.23338,6.6768622,1.378934,8.4046221,.25498864,.58233821,.30032423,.19155487,.16452955,.090459101,200.82707,275.34302,272.51553,8.8873844,1.261619,9.2420166e-10,.4128885,.27336735,.57948226,.39852765,.11708596,.20949866,.063868679,251.81323,316.85901,323.74631,7.80584,1.2729286,-.20208576,.46881911,.23254494,.5858258,.18040022,.28249481,.10961416,.12293078,138.5638,213.12578,198.2066,10.293574,1.2451237,.24678306,.34458718,.2208669,.53308749,.25042906,.12387804,.13743189,.057669424,204.30151,297.31744,303.00916,7.2924871,1.2356136,-.12613159,.42891139,3.8845019,3.8845019,3.8845019,3.983783,3.983783,3.983783,5.1909626e-19,5.1909626e-19,5.1909626e-19,.099281028,.099281028,.099281028,5.1909626e-19,5.1909626e-19,5.1909626e-19,3.8845019,3.8845019,3.8845019,9.9304562,9.9304562,9.9304562,189.23338,189.23338,189.23338,189.23338,189.23338,189.23338,6.6768622,6.6768622,6.6768622,1.378934,1.378934,1.378934,8.4046221,8.4046221,8.4046221,.9750787,.9750787,.9750787,12,1,1,8,4,8,1,1,1,1,3,6,1,8,2,0,98,33,52,16
2022,,,,,,,Lower Sioux,Lower Sioux Indian Community,95,R,Lower Sioux Indian Community,1.757772,.93747878,349261,259503,1.6207392,.8958869,1.8090891,.0031487483,.1853046,.00010343312,1.6206357,19.756117,114.28758,191.1873,6.4166799,1.4221048,3.7177796,.26744977,.59806472,.34602442,.18187934,.19728884,.070160918,206.02438,267.03397,268.21628,8.9497108,1.2590977,1.1749185e-09,.42291179,.28764853,.59792238,.42707723,.1100736,.22687696,.060771573,253.76491,311.44153,320.31583,7.7107048,1.2617077,-.20119825,.47959268,.24278243,.59823847,.24704041,.26957062,.16115496,.081627466,147.72226,205.79477,197.83298,10.619012,1.2555509,.24570918,.35369146,.23990816,.56106758,.30584425,.12088981,.16885473,.050118964,211.27977,288.37915,295.1109,7.2191019,1.2429373,-.13536032,.44643068,1.6207392,1.6207392,1.6207392,1.8090891,1.8090891,1.8090891,.0031487483,.0031487483,.0031487483,.1853046,.1853046,.1853046,.00010343312,.00010343312,.00010343312,1.6206357,1.6206357,1.6206357,19.756117,19.756117,19.756117,114.28758,114.28758,114.28758,191.1873,191.1873,191.1873,6.4166799,6.4166799,6.4166799,1.4221048,1.4221048,1.4221048,3.7177796,3.7177796,3.7177796,.8958869,.8958869,.8958869,12,1,1,9,1,8,1,1,1,1,2,6,1,8,10,0,90,30,58,12
2012,,,,,,,Mille Lacs,Mille Lacs Off-Reservation Trust Land,OT,T,Mille Lacs Band of Ojibwe,6.3309603,4.5300708,349261,259503,.28096899,.43671861,1.4630591,1.18209,4.1348777e-08,0,.28096899,52.681221,262.91162,,30.623077,,2.3456547,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.018398173,.47444975,.11804181,.47444975,2.7890661,.85537565,0,2.7576694,0,0,3.1030640e-11,9.3116077e-29,0,0,0,.018398173,.47444975,.11804181,8.8889074,64.793648,62.723186,65.006157,382.55597,380.11154,,,,8.8889074,12.194468,9.3889084,,,,1.4426992,4.0170178,1.9794304,.0066362834,1,.041047867,12,5,3,2,8,6.5,5,1,3,2,5,,5,,0,81,19,57,36,7
2013,,,,,,,Mille Lacs,Mille Lacs Off-Reservation Trust Land,OT,T,Mille Lacs Band of Ojibwe,6.3309603,4.5300708,349261,259503,1.3632809,.65361673,2.2885447,.92524248,.000021176882,4.0009486e-08,1.3632809,41.151939,137.67389,178.21596,12.119072,1.8725994,3.1738725,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,.62627369,2.3639839,1.1290957,.62630051,4.4941888,1.1291665,0,2.1302047,0,0,.000050377399,4.3034582e-28,0,3.0798079e-11,0,.62627369,2.3639839,1.1290954,8.8947229,37.488342,35.086391,73.507431,182.69456,180.22235,141.79446,223.80571,157.71117,4.4444537,8.8889074,6.4166799,.98120123,3.0446677,1.023505,1.5562105,5.6379008,2.3875356,.52232319,.99993736,.52717072,12,1,1,2,9,6,1,1,1,1,4,4,1,8,0,40,60,56,37,7
2014,,,,,,,Mille Lacs,Mille Lacs Reservation,86,R,Mille Lacs Band of Ojibwe,6.3309603,4.5300708,349261,259503,.34023473,.4160746,1.2067698,.85670608,.0098290415,5.2788089e-08,.3402347,56.001431,148.90778,187.30556,24.416716,2.0607123,1.3952221,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,0,.62627369,0,.64381069,1.9724118,1.1567509,2.0989848e-12,1.9724118,8.9446026e-08,4.1403780e-22,.023610841,7.6675422e-09,0,3.2897064e-11,0,0,.62627369,0,12.174611,70.49054,67.768311,70.101646,204.52626,202.05403,146.6503,225.47238,190.75497,8.8889074,34.388958,29.055613,1.1345025,3.2163637,1.2814193,1.4256096,1.5909439,1.5763619,0,.97276062,0,12,4,3,3,8,6,3,4,2,2,5,6,9,9,1,71,28,51,40,10
2015,,,,,,,Mille Lacs,Mille Lacs Reservation,86,R,Mille Lacs Band of Ojibwe,6.3309603,4.5300708,349261,259503,.22682317,.41193965,1.09092,.8552863,.0088105472,4.0009486e-08,.22682312,55.907532,143.2144,181.71043,23.067507,2.106195,1.2662437,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,0,.41751578,0,.4332453,1.969143,.77751005,0,1.969143,0,3.3123025e-22,.021164572,6.1340333e-09,0,3.0798079e-11,0,0,.41751578,0,13.079257,68.166679,65.44445,67.777786,184.97241,182.52795,126.50004,233.80574,195.52792,8.8889074,34.388958,29.055613,1.0176537,3.4495924,1.2840209,1.2805774,1.6813699,1.5119147,0,.96369374,0,12,5,3,3,8,7,5,5,2,2,3,5,9,10,1,78,21,49,41,10
2016,,,,,,,Mille Lacs,Mille Lacs Reservation,86,R,Mille Lacs Band of Ojibwe,6.3309603,4.5300708,349261,259503,0,0,1.9082721e-32,1.9082249e-32,4.7206683e-37,0,0,110.58658,208.17603,238.25244,224.7187,3.0888741,-.096871793,.10475305,.30868447,.16964787,.11242023,.07813669,.026616363,168.51242,242.1907,246.28207,38.804512,1.6600305,7.6565043e-10,.2843667,.13995342,.37132013,.24233294,.10267338,.1136396,.026313821,221.29439,274.26117,281.49667,12.025635,1.3112875,-.145895,.35410124,.061771214,.23220243,.080894902,.12432174,.034785431,.026985783,104.06235,203.03069,187.33775,71.503181,2.2442749,.17814684,.19921653,.067397177,.26988581,.12638226,.08399827,.039365496,.0077712298,179.23958,254.69212,267.13513,10.302787,1.3251808,-.076522715,.25419465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.279297,125.3114,104.87542,168.75005,247.0705,214.24275,229.43439,247.0705,245.84827,180.19481,249.1116,246.66714,2.7413163,3.4364319,3.4062705,-.16160159,.018774092,-.071765743,0,0,0,12,10,11,5,10,9.5,9.5,10,8,6,6,6,10,10,0,100,0,36,55,9
2017,,,,,,,Mille Lacs,Mille Lacs Reservation,86,R,Mille Lacs Band of Ojibwe,6.3309603,4.5300708,349261,259503,.22682317,.42857143,1.0835292,.85670602,4.1348777e-08,4.0009486e-08,.22682312,55.361698,278.98535,161.86292,136.49536,1.7491542,1.2044923,.16696499,.44115615,.21265782,.17964444,.11711731,.049847685,183.03572,275.08139,247.28606,25.716303,1.3437595,.00013756404,.34881932,.18493438,.43973619,.2857779,.1252379,.15530461,.029629765,227.56776,279.61356,284.02005,12.382446,1.3146435,-.19302246,.40445119,.14502324,.44288999,.12337369,.24607818,.070488229,.07453502,128.62953,269.54431,195.3779,42.006691,1.3853948,.2361272,.2808893,.14204176,.41139814,.1803634,.13195089,.09526775,.021559807,187.25017,269.0394,264.0014,8.5519934,1.2634766,-.11787421,.3744601,0,.41751578,1.3357575e-31,.41751578,1.9724118,.75273061,0,1.9724118,0,0,3.1030640e-11,9.3957783e-28,0,3.0798079e-11,1.3357575e-31,0,.41751578,0,8.8953295,72.418922,69.696693,72.030022,389.55597,387.11154,156.46651,168.75005,161.39995,8.8953295,214.47266,209.1393,1.1425657,2.3427737,1.7403599,1.1148788,1.6895535,1.5333825,0,1,6.3593198e-32,12,5,2,1,9,8,2,7,2,1,6,4,10,9,0,79,21,41,48,11
2018,.71133184,1.9591110e-31,6.6511485e-29,,2.1004722,1.9591110e-31,Mille Lacs,Mille Lacs Reservation,86,R,Mille Lacs Band of Ojibwe,6.3309603,4.5300708,349261,259503,.22682317,.42857116,1.0835294,.85670602,2.2610335e-07,4.0009486e-08,.22682312,53.325859,173.06189,185.68004,23.067507,1.8487095,1.2495909,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,0,.41751578,1.9591110e-31,.41751578,1.9724118,.75273192,0,1.9724118,0,0,3.3613573e-10,9.3957783e-28,0,3.0798079e-11,1.9591110e-31,0,.41751578,0,8.8889074,69.403419,66.68119,69.014526,237.72241,235.25018,165.19772,171.38895,168.58339,8.8889074,34.388958,29.055613,1.1365355,2.4777398,2.0532339,1.1549835,1.7505251,1.573894,0,1,9.3270028e-32,12,4,2,1,9,8,3,6,2,1,3,7,9,11,0,79,21,41,47,12
2019,,,,,,,Mille Lacs,Mille Lacs Reservation,86,R,Mille Lacs Band of Ojibwe,6.3309603,4.5300708,349261,259503,.15718468,.42857116,1.0219699,.86478513,1.2940505e-07,3.6239276e-13,.15718468,54.249077,68.51889,167.67764,18.870409,1.8299842,.94525921,.21685407,.56920344,.27474514,.21301781,.13541356,.081440508,188.82721,254.64575,250.36604,39.83754,1.2466825,-3.9950529e-10,.36112294,.23721111,.56380707,.37398562,.13397329,.18136291,.055848189,236.04593,290.60721,299.03973,48.742886,1.2906914,-.20131844,.4183369,.19199687,.57579273,.15356633,.30953607,.07930655,.11269032,131.17021,200.58304,176.8013,28.325695,1.1799331,.2458223,.29126114,.19229907,.5299468,.23519602,.14615482,.11689028,.046364371,193.21698,273.84366,276.4006,18.412409,1.2438682,-.11975329,.37556082,0,.30081552,1.7211053e-29,.30081552,1.9910125,.49866259,0,1.9910125,0,0,1.9504012e-10,4.9021055e-26,0,2.1080673e-18,1.6276092e-31,0,.30081552,1.7048293e-29,8.5000172,69.555931,66.833702,66.833702,69.555931,69.167038,166.36116,168.77783,168.06821,8.5000172,31.583395,17.569481,1.2047409,2.4401484,1.8205526,.75895405,1.4715255,1.2301277,0,1,8.1173478e-30,12,7,2,1,9,7,5,6,3,2,1,5,7,9,0,85,15,37,48,14
2020,,,,,,,Mille Lacs,Mille Lacs Reservation,86,R,Mille Lacs Band of Ojibwe,6.3309603,4.5300708,349261,259503,.22691931,.42857113,1.0839846,.85706508,2.0299223e-07,2.0915120e-32,.22691931,52.056454,65.870491,168.1019,18.870409,2.5525186,1.1048274,.2391668,.58344477,.2826727,.20582268,.14421742,.094949387,195.66025,256.33185,252.38196,112.12788,1.2529514,-5.7189925e-10,.38828039,.25778362,.57914805,.38157508,.12706237,.187273,.070510618,243.56932,292.39255,301.20221,141.01784,1.2822433,-.2076588,.44085431,.21643451,.58869129,.16190679,.30199388,.09164387,.12479064,137.16031,203.26027,181.2607,74.763512,1.2100846,.25356427,.3240844,.212387,.54498643,.2433251,.14078793,.11976141,.065544695,202.12589,275.61298,278.21957,107.53541,1.2393914,-.12787411,.40247095,0,.43427166,2.1036824e-29,.43427166,1.9732385,.71989328,0,1.9732385,0,0,3.0596184e-10,8.8963230e-29,0,0,0,0,.43427166,2.0890419e-29,8.5000172,66.907532,64.185303,64.185303,66.907532,66.518639,166.36116,169.16672,168.77783,8.5000172,31.583395,17.569481,2.5283659,2.5918887,2.5373013,1.0598562,1.588582,1.4238887,0,1,1.0011088e-29,12,7,3,1,9,8,5,7,4,3,1,4,5,9,0,79,21,35,48,16
2021,,,,,,,Mille Lacs,Mille Lacs Off-Reservation Trust Land,OT,T,Mille Lacs Band of Ojibwe,6.3309603,4.5300708,349261,259503,.22113599,.42856908,1.7341638,1.5130262,1.5645312e-06,1.6970130e-29,.22113599,51.323727,68.904861,168.21765,18.630131,2.4418712,1.5365485,.25498864,.58233821,.30032423,.19155487,.16452955,.090459101,200.82707,275.34302,272.51553,8.8873844,1.261619,9.2420166e-10,.4128885,.27336735,.57948226,.39852765,.11708596,.20949866,.063868679,251.81323,316.85901,323.74631,7.80584,1.2729286,-.20208576,.46881911,.23254494,.5858258,.18040022,.28249481,.10961416,.12293078,138.5638,213.12578,198.2066,10.293574,1.2451237,.24678306,.34458718,.2208669,.53308749,.25042906,.12387804,.13743189,.057669424,204.30151,297.31744,303.00916,7.2924871,1.2356136,-.12613159,.42891139,0,.43955204,3.1896793e-26,.43955204,3.0314,.66885877,0,3.0314,0,0,8.0046805e-09,9.3647641e-28,0,0,0,0,.43955204,3.1778001e-26,8.0555744,70.120605,66.840042,66.840042,70.120605,69.753937,165.7195,169.65005,169.28339,8.0555716,31.93062,16.956978,2.4194038,2.4793446,2.4268649,.97936642,2.2014718,1.479713,0,1,6.5888544e-27,12,9,2,1,9,9,7,8,4,3,1,2,9,10,0,87,13,33,52,16
2022,,,,,,,Mille Lacs,Mille Lacs Reservation,86,R,Mille Lacs Band of Ojibwe,6.3309603,4.5300708,349261,259503,.22108711,.42856911,1.7434859,1.5223973,1.5643922e-06,5.1875623e-36,.22108711,51.259216,68.261688,165.62042,18.648186,2.4280009,1.6192987,.26744977,.59806472,.34602442,.18187934,.19728884,.070160918,206.02438,267.03397,268.21628,8.9497108,1.2590977,1.1749185e-09,.42291179,.28764853,.59792238,.42707723,.1100736,.22687696,.060771573,253.76491,311.44153,320.31583,7.7107048,1.2617077,-.20119825,.47959268,.24278243,.59823847,.24704041,.26957062,.16115496,.081627466,147.72226,205.79477,197.83298,10.619012,1.2555509,.24570918,.35369146,.23990816,.56106758,.30584425,.12088981,.16885473,.050118964,211.27977,288.37915,295.1109,7.2191019,1.2429373,-.13536032,.44643068,0,.43945488,2.0890236e-29,.43945488,3.0120268,.66871089,0,3.0120268,0,0,8.0046449e-09,9.3646109e-28,0,0,0,0,.43945488,2.0890199e-29,8.0555744,69.581131,65.989464,65.989464,69.581131,69.21447,164.68062,167.11116,165.0695,8.0555716,31.583395,17.347258,2.3723314,2.5323915,2.3792801,1.0495235,2.27702,1.5599803,0,1,4.2228768e-30,12,7,2,1,9,9,3,6,2,2,1,2,8,9,0,87,13,30,58,12
2012,,,,,,,Outside, , , , ,346165.63,257419.56,349261,259503,.036946137,.05218127,.53556287,.19257121,.3060455,0,.036946137,165.70375,245.06842,,34.97546,,-.0055098995,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,2.1353377e-15,.035976361,.0017220832,.32921267,.68758738,.49679783,.036805436,.29615477,.16835256,.13234606,.41223884,.23532578,0,0,0,2.1353377e-15,.035976361,.0017220832,123.14014,204.14563,169.19937,191.90509,263.75024,242.01677,,,,7.4540482,22.111155,12.464293,,,,-.49162972,.38060847,-.17922439,2.1554270e-14,.069558881,.0041638911,12,8,5,4,1,6.5,8,8,8,10,4,,7,,57,36,7,57,36,7
2013,,,,,,,Outside, , , , ,346165.63,257419.56,349261,259503,.1113472,.17934544,.55935293,.20723157,.31212148,.071347304,.039999899,171.46416,220.50301,246.42023,16.859205,1.5030195,-.0047634882,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,.003360902,.15297957,.08160992,.33964741,.70832729,.5133211,.043652192,.31526709,.18162841,.13100246,.41414514,.23748386,0,.11697846,.044938829,1.4308416e-14,.032596696,.0018883371,126.83511,213.91251,175.56003,178.8111,259.15472,238.43457,216.85658,286.73355,265.77917,7.3611259,21.750044,12.362417,1.2499946,1.6459175,1.4363151,-.31352222,.19812679,-.11557573,.013203587,.28792652,.16555521,12,6,4,4,1,2,7,7,8,11,9,7,3,5,56,37,7,56,37,7
2014,,,,,,,Outside, , , , ,346165.63,257419.56,349261,259503,.14794162,.23297635,.58698565,.23468181,.29784787,.093485653,.054455962,169.89143,223.41812,238.17073,10.750227,1.4220471,-.0054428494,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,.039932985,.19758119,.1196542,.36558425,.74215448,.54210091,.052976713,.3538768,.20456418,.12309539,.38810292,.22725999,3.3755756e-12,.1439839,.066232607,.0027799087,.051737823,.021978574,124.07946,215.5694,174.01862,183.93556,260.48907,240.74345,194.37468,284.0249,254.31281,5.9248314,11.997211,8.0304737,1.1969848,1.5681537,1.3895991,-.36377782,.21293986,-.15048307,.093966529,.34617513,.22494747,12,6,4,4,1,2,7,7,8,11,9,8,1,6,51,40,9,51,40,10
2015,,,,,,,Outside, , , , ,346165.63,257419.56,349261,259503,.15627135,.26406491,.55922842,.22823001,.27479854,.1000715,.056199849,173.00258,229.14735,234.68796,10.472416,1.359623,-.0050480221,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,.046020724,.21218047,.13180673,.34337944,.71459591,.5152055,.048648492,.34743333,.20287073,.10414529,.35781682,.20270491,1.7613922e-06,.15804943,.075741157,.004504594,.057096072,.026218168,125.66803,220.77808,179.26379,186.79364,268.51227,248.80765,178.14713,287.9198,253.98148,5.9076529,11.396492,7.8899584,1.1788567,1.5098451,1.3505605,-.39939922,.20902085,-.1511053,.11173982,.39604503,.26164883,12,6,4,4,1,2,7,8,8,11,9,9,1,5,49,41,10,49,41,10
