year,original,orig_gauss_b4_pq34,orig_gauss_b4_FCC_pq12,orig_gauss_b4_FCC_pq3,orig_gauss_b4_pCCC_pq12,orig_gauss_b4_pCCC_pq3,tribal_name,legal_stat,legal_st_1,reservatio,tribal_gov,n_kids_u5,n_fams_u5,state_n_kids_u5,state_n_fams_u5,hr_slots,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_hr_slots,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_hr_slots,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_hr_slots,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_hr_slots,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_hr_slots,p75_hr_slots,p50_hr_slots,p25_adj_supply_any,p75_adj_supply_any,p50_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p50_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p50_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p50_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p50_adj_supply_public,p25_totcost_any,p75_totcost_any,p50_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p50_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p50_totcost_hr,p25_totcost_public,p75_totcost_public,p50_totcost_public,p25_quality_premium,p75_quality_premium,p50_quality_premium,p25_access_index,p75_access_index,p50_access_index,p25_share_hr,p75_share_hr,p50_share_hr,N_AI_tribal_name,rank_hr_slots,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2014,,,,,,,Red Lake,Red Lake Reservation,86,R,Red Lake Band of Chippewa,767.54645,382.69879,349261,259503,.0729587,.57157016,.08942344,0,.016464742,0,.0729587,43.323074,256.44019,266.57892,16.598692,2.3509312,.28413835,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,2.5218592e-14,.096786939,.0047673588,.0050941599,.12003498,.040732805,0,0,0,0,.010190723,7.2436394e-16,0,0,0,2.5218592e-14,.096786939,.0047673588,8.6389065,86.78109,12.805581,248.01047,268.4971,264.31656,254.61296,273.30841,266.91953,8.6389065,21.888933,12.805581,1.5046473,2.8884947,2.6925013,-.12154911,.53401464,.31773937,7.3121701e-13,1,1,12,7,9,11,7,9.5,6,2,7,1,11,9,5,11,18,0,82,51,40,10
2015,,,,,,,Red Lake,Red Lake Reservation,86,R,Red Lake Band of Chippewa,767.54645,382.69879,349261,259503,.057253499,.53171903,.097425222,0,.040171728,0,.057253499,49.449402,245.54233,222.51395,16.160313,1.9919802,.13295682,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,2.5218592e-14,.10383085,.0047673588,.031218216,.12697542,.11085013,0,0,0,2.4310045e-27,.1150962,.000063783817,0,0,0,2.5218592e-14,.10383085,.0047673588,8.3654203,91.241386,22.65123,231.75014,252.55573,247.0835,207.69464,219.97243,214.33354,8.0555716,21.833376,12.805581,1.8341631,2.365572,2.0250022,-.19643755,.46621999,.13072072,1.9756175e-13,1,.8515327,12,8,9,10.5,7,10,6,2,7,1,10,8,4,9,41,0,59,49,41,10
2016,,,,,,,Red Lake,Red Lake Reservation,86,R,Red Lake Band of Chippewa,767.54645,382.69879,349261,259503,0,0,.04116185,0,.04116185,0,0,75.203964,214.52777,,95.826591,,.090709634,.10475305,.30868447,.16964787,.11242023,.07813669,.026616363,168.51242,242.1907,246.28207,38.804512,1.6600305,7.6565043e-10,.2843667,.13995342,.37132013,.24233294,.10267338,.1136396,.026313821,221.29439,274.26117,281.49667,12.025635,1.3112875,-.145895,.35410124,.061771214,.23220243,.080894902,.12432174,.034785431,.026985783,104.06235,203.03069,187.33775,71.503181,2.2442749,.17814684,.19921653,.067397177,.26988581,.12638226,.08399827,.039365496,.0077712298,179.23958,254.69212,267.13513,10.302787,1.3251808,-.076522715,.25419465,0,0,0,0,.026502484,1.2871752e-16,0,0,0,0,.026502484,1.2871752e-16,0,0,0,0,0,0,56.274845,91.548218,67.247093,200.62001,212.59227,206.73114,,,,86.111282,104.47243,96.027969,,,,-.013179839,.16251038,.093647063,0,0,0,12,10,7,9.5,5,9.5,9.5,10,6,4,7,,6,,100,0,0,36,55,9
2017,,,,,,,Red Lake,Red Lake Reservation,86,R,Red Lake Band of Chippewa,767.54645,382.69879,349261,259503,.028698592,.4345614,.040223911,0,.011525318,0,.028698592,96.075943,642.59955,642.59955,62.311745,4.5960436,-.074028417,.16696499,.44115615,.21265782,.17964444,.11711731,.049847685,183.03572,275.08139,247.28606,25.716303,1.3437595,.00013756404,.34881932,.18493438,.43973619,.2857779,.1252379,.15530461,.029629765,227.56776,279.61356,284.02005,12.382446,1.3146435,-.19302246,.40445119,.14502324,.44288999,.12337369,.24607818,.070488229,.07453502,128.62953,269.54431,195.3779,42.006691,1.3853948,.2361272,.2808893,.14204176,.41139814,.1803634,.13195089,.09526775,.021559807,187.25017,269.0394,264.0014,8.5519934,1.2634766,-.11787421,.3744601,4.0819002e-30,.040732805,1.7646495e-07,.00015911626,.07556165,.016938571,0,0,0,0,.0071335062,5.0705473e-16,0,0,0,4.0819002e-30,.040732805,1.7646495e-07,10.083353,135.91579,127.75002,631.34155,642.98041,637.53601,631.34155,642.98041,637.53601,10.083353,26.694498,18.027813,4.3174758,4.8866553,4.5001068,-.33174607,.35279346,-.23239857,6.6265841e-27,1,.000017887798,12,8,10,10,7,11,7,6,8,4,11,11,6,11,29,0,71,41,48,11
2018,.24321437,.095228605,0,,0,,Red Lake,Red Lake Reservation,86,R,Red Lake Band of Chippewa,767.54645,382.69879,349261,259503,.08665482,.71492147,.10810993,0,.050856434,.029401325,.057253499,78.221199,278.50931,109.01821,17.577621,.64484757,-.009918265,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,.0047673588,.1093091,.040732805,.0092237657,.14915533,.059684068,0,0,0,.00057246792,.040937599,.019338802,0,.018197721,1.2935071e-15,1.8665635e-14,.066451691,.00050493894,39.360729,108.97856,97.296982,267.63907,275.26721,271.35052,95.38652,111.88656,105.24766,10.083353,21.888933,16.416698,.58662021,.71958083,.62824506,-.36436877,.19247922,-.011841357,.71622056,.82330883,.71839082,12,8,9,10.5,7,4,7,1,8,6,11,1,5,2,47,0,53,41,47,12
2019,,,,,,,Red Lake,Red Lake Reservation,86,R,Red Lake Band of Chippewa,767.54645,382.69879,349261,259503,.12726729,.56186211,.19287851,0,.11120401,.045592781,.081674509,84.170586,,91.625008,14.082667,.60370147,.049059402,.21685407,.56920344,.27474514,.21301781,.13541356,.081440508,188.82721,254.64575,250.36604,39.83754,1.2466825,-3.9950529e-10,.36112294,.23721111,.56380707,.37398562,.13397329,.18136291,.055848189,236.04593,290.60721,299.03973,48.742886,1.2906914,-.20131844,.4183369,.19199687,.57579273,.15356633,.30953607,.07930655,.11269032,131.17021,200.58304,176.8013,28.325695,1.1799331,.2458223,.29126114,.19229907,.5299468,.23519602,.14615482,.11689028,.046364371,193.21698,273.84366,276.4006,18.412409,1.2438682,-.11975329,.37556082,.03984528,.14420293,.12882005,.058468763,.25884065,.22598289,0,0,0,.0034923453,.22624853,.10341132,2.7449788e-27,.13082141,.000073086121,3.1387887e-14,.12538856,.0066889245,60.262184,102.44492,99.237556,,,,83.051552,99.662697,91.246017,8.1944609,19.208372,12.375025,.54909813,.6525234,.57583886,-.10484143,.17582534,.033736665,.52686,.68048084,.57873237,12,8,9,11,4,4,6,3,7,6,,1,3,1,58,0,42,37,48,14
2020,,,,,,,Red Lake,Red Lake Reservation,86,R,Red Lake Band of Chippewa,767.54645,382.69879,349261,259503,.086660855,.54936695,.13373856,0,.076479025,.029401325,.05725953,86.430641,,92.442749,14.082667,.60817713,-.081879981,.2391668,.58344477,.2826727,.20582268,.14421742,.094949387,195.66025,256.33185,252.38196,112.12788,1.2529514,-5.7189925e-10,.38828039,.25778362,.57914805,.38157508,.12706237,.187273,.070510618,243.56932,292.39255,301.20221,141.01784,1.2822433,-.2076588,.44085431,.21643451,.58869129,.16190679,.30199388,.09164387,.12479064,137.16031,203.26027,181.2607,74.763512,1.2100846,.25356427,.3240844,.212387,.54498643,.2433251,.14078793,.11976141,.065544695,202.12589,275.61298,278.21957,107.53541,1.2393914,-.12787411,.40247095,.027580617,.093004264,.085047208,.045091081,.17040759,.15045382,0,0,0,.0027670101,.14729816,.080460772,1.7701490e-27,.084362544,.000047130903,2.1726470e-14,.086793065,.0046300255,65.120201,103.16988,99.871483,,,,83.869293,100.48044,92.063759,8.1944609,19.208372,12.375025,.55349201,.65711886,.58135355,-.15978028,.045684457,-.11678612,.51654482,.66939664,.56898826,12,9,10,10.5,6,4,8,4,9,7,,1,4,1,57,0,43,35,48,16
2021,,,,,,,Red Lake,Red Lake Reservation,86,R,Red Lake Band of Chippewa,767.54645,382.69879,349261,259503,.098453224,.72315615,.12918741,0,.040750235,.010016051,.08843717,87.635086,,243.38347,12.920479,1.4381286,-.074178055,.25498864,.58233821,.30032423,.19155487,.16452955,.090459101,200.82707,275.34302,272.51553,8.8873844,1.261619,9.2420166e-10,.4128885,.27336735,.57948226,.39852765,.11708596,.20949866,.063868679,251.81323,316.85901,323.74631,7.80584,1.2729286,-.20208576,.46881911,.23254494,.5858258,.18040022,.28249481,.10961416,.12293078,138.5638,213.12578,198.2066,10.293574,1.2451237,.24678306,.34458718,.2208669,.53308749,.25042906,.12387804,.13743189,.057669424,204.30151,297.31744,303.00916,7.2924871,1.2356136,-.12613159,.42891139,.010812388,.14133646,.043217234,.031458404,.15467833,.11177037,0,0,0,1.6559189e-33,.095170736,8.4895055e-06,0,.015723556,7.7284867e-10,6.9875830e-07,.14133646,.0090513555,9.2474689,177.71088,14.445357,,,,236.32939,249.50443,245.39886,8.6359158,16.065321,11.874472,1.4113839,1.4713546,1.4479154,-.55314338,.33847377,.018431028,.3066766,1,.99990582,12,10,10,11,7,6,9,2,9,8,,8,4,9,32,0,68,33,52,16
2022,,,,,,,Red Lake,Red Lake Reservation,86,R,Red Lake Band of Chippewa,767.54645,382.69879,349261,259503,.13051173,.70593327,.1653621,0,.075540535,.040690165,.08982157,112.65491,,184.72363,13.234803,1.0933857,-.094259121,.26744977,.59806472,.34602442,.18187934,.19728884,.070160918,206.02438,267.03397,268.21628,8.9497108,1.2590977,1.1749185e-09,.42291179,.28764853,.59792238,.42707723,.1100736,.22687696,.060771573,253.76491,311.44153,320.31583,7.7107048,1.2617077,-.20119825,.47959268,.24278243,.59823847,.24704041,.26957062,.16115496,.081627466,147.72226,205.79477,197.83298,10.619012,1.2555509,.24570918,.35369146,.23990816,.56106758,.30584425,.12088981,.16885473,.050118964,211.27977,288.37915,295.1109,7.2191019,1.2429373,-.13536032,.44643068,.028718598,.26363426,.04091049,.069429964,.26474807,.13929035,0,0,0,.0058468105,.12656313,.089508884,.0046680411,.062252443,.030998129,1.6080588e-14,.20276217,.004393578,44.602833,178.06706,124.53535,,,,134.91313,235.8735,151.02852,7.6046867,18.777819,12.444469,.75238919,1.4523687,.91202253,-.56705534,.54671091,-.38546711,.26247311,1,.99919492,12,9,9,11,6,5,7,2,8,5,,5,4,5,46,0,54,30,58,12
2012,,,,,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Community,82,R,Shakopee Mdewakanton Sioux Community,345.68835,265.72388,349261,259503,.0024337221,.0055397642,.35809672,.18125845,.17440455,0,.0024337221,216.52298,267.49713,,13.279692,,-.7402969,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.00030783677,.0018232048,.00065787305,.18751942,.46006382,.44807446,.057328064,.31106371,.14679526,.13625517,.23826341,.19655728,0,0,0,.00030783677,.0018232048,.00065787305,195.34183,237.48048,218.92528,257.31958,276.13889,270.51724,,,,12.555664,13.502949,13.361803,,,,-.88857645,-.58095849,-.64066982,.0010806556,.0039629391,.0016863162,12,9,8,5,3,6.5,9,11,11,12,6,,1,,49,51,1,57,36,7
2013,,,,,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Community,82,R,Shakopee Mdewakanton Sioux Community,345.68835,265.72388,349261,259503,.057975326,.12937082,.35714874,.17868897,.17810769,.057623249,.0003520803,217.81509,271.49902,308.01129,15.550071,1.5014271,-.48544642,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,.009608062,.12529008,.027947363,.18852586,.46789044,.44152099,.057688709,.30968183,.15991881,.14447285,.23875134,.18951005,.0096076075,.12528957,.025802029,1.2259376e-07,.0006260564,5.1356579e-07,198.1673,236.08023,219.88426,260.71021,281.43015,273.6326,306.89746,311.1778,307.5889,12.777802,17.458593,16.947199,1.4341594,1.6093242,1.4482501,-.53471923,-.39700484,-.45103061,.040978454,.25573662,.076171614,12,7,8,5,3,3,8,9,12,12,12,11,2,4,50,50,0,56,37,7
2014,,,,,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Community,82,R,Shakopee Mdewakanton Sioux Community,345.68835,265.72388,349261,259503,.057552639,.13623136,.340013,.1852262,.15437259,.057138436,.00041420525,227.21754,281.07828,320.33487,15.547827,1.5030674,-.65290648,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,.010661925,.12244631,.029364647,.177819,.45274431,.43463749,.058781948,.30827108,.18136881,.12433637,.20429812,.15949602,.0099897757,.12244575,.026840726,1.4404772e-07,.00073653698,5.7395744e-07,204.96898,247.41011,230.66673,263.91385,296.12576,289.09216,317.3302,322.00446,320.56052,12.777802,17.456491,16.946791,1.4151446,1.5967693,1.4626788,-.68216765,-.54866171,-.62383157,.046519298,.26651731,.095527001,12,8,8,5,3,3,8,9,12,12,12,11,3,7,45,54,0,51,40,10
2015,,,,,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Community,82,R,Shakopee Mdewakanton Sioux Community,345.68835,265.72388,349261,259503,.063929245,.16772188,.29924837,.17755836,.11919416,.061433397,.0024958469,241.09169,290.74817,320.89386,13.278118,1.4162862,-.79345435,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,.0090099517,.12805991,.036142733,.1180926,.47176796,.3325251,.058426518,.31420642,.15719295,.0780444,.15547997,.13484344,.0090093976,.12730429,.03361794,.00036216082,.0018232192,.00073665858,220.81601,260.16907,258.80869,284.25244,298.15649,289.81577,321.03088,322.81699,322.66452,12.555652,13.503265,13.361911,1.3611053,1.4988049,1.384604,-.85792625,-.61109573,-.70257294,.072606459,.28927964,.12074175,12,7,8,5,3,3,8,9,12,12,12,11,2,8,40,59,1,49,41,10
2016,,,,,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Community,82,R,Shakopee Mdewakanton Sioux Community,345.68835,265.72388,349261,259503,.011863409,.12632856,.19005454,.028021822,.15252255,.002353241,.0095101679,166.26575,244.72615,201.11182,14.570404,1.100137,-.18109868,.10475305,.30868447,.16964787,.11242023,.07813669,.026616363,168.51242,242.1907,246.28207,38.804512,1.6600305,7.6565043e-10,.2843667,.13995342,.37132013,.24233294,.10267338,.1136396,.026313821,221.29439,274.26117,281.49667,12.025635,1.3112875,-.145895,.35410124,.061771214,.23220243,.080894902,.12432174,.034785431,.026985783,104.06235,203.03069,187.33775,71.503181,2.2442749,.17814684,.19921653,.067397177,.26988581,.12638226,.08399827,.039365496,.0077712298,179.23958,254.69212,267.13513,10.302787,1.3251808,-.076522715,.25419465,.0075709512,.015535884,.013609355,.060021542,.098358206,.091149166,.008533678,.030846065,.013799882,.042108417,.074798748,.056304455,.00027119677,.0031926495,.0020756479,.0045044385,.012490565,.011904003,149.79619,177.25981,164.81035,233.98671,251.91521,249.17059,167.07925,242.0495,205.74214,10.106622,22.120916,10.15558,.89791673,1.3873756,.98570919,-.32176524,-.18301001,-.24207893,.040368047,.16036628,.15782113,12,6,4,3,1,6,5,7,9,10,9,5,1,3,80,15,5,36,55,9
2017,,,,,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Community,82,R,Shakopee Mdewakanton Sioux Community,345.68835,265.72388,349261,259503,.16944663,.60488796,.26767415,.17861819,.088641748,.16903242,.00041420737,258.4209,298.72958,305.38791,15.543866,1.6260728,-.49897173,.16696499,.44115615,.21265782,.17964444,.11711731,.049847685,183.03572,275.08139,247.28606,25.716303,1.3437595,.00013756404,.34881932,.18493438,.43973619,.2857779,.1252379,.15530461,.029629765,227.56776,279.61356,284.02005,12.382446,1.3146435,-.19302246,.40445119,.14502324,.44288999,.12337369,.24607818,.070488229,.07453502,128.62953,269.54431,195.3779,42.006691,1.3853948,.2361272,.2808893,.14204176,.41139814,.1803634,.13195089,.09526775,.021559807,187.25017,269.0394,264.0014,8.5519934,1.2634766,-.11787421,.3744601,.054741029,.30570737,.11918274,.10844506,.40287489,.30112588,.057193797,.30679142,.15118316,.069025241,.10935778,.089274757,.053810179,.30570722,.11665882,1.4302637e-07,.00073653698,5.8466662e-07,229.50349,283.45929,275.84314,284.07846,312.33063,301.5209,300.85907,310.36319,303.72607,12.777802,17.444477,16.946936,1.6179638,1.6631438,1.6276205,-.58176643,-.33776712,-.39340544,.39579043,.77992576,.74034715,12,6,8,5,4,2,8,3,11,12,7,8,1,8,33,67,0,41,48,11
2018,.30588362,.060659975,.016893076,.003275631,.2545082,.056920931,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Community,82,R,Shakopee Mdewakanton Sioux Community,345.68835,265.72388,349261,259503,.1834012,.32771373,.60768181,.47968525,.11440665,.16981129,.013589906,294.83743,328.9245,335.37537,10.363365,1.2751966,-.36244383,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,.060729768,.32400569,.15399258,.44426972,.78874969,.68843442,.31142914,.65692741,.56008309,.082436591,.14896615,.12932652,.060176656,.31024951,.12522225,.011121642,.017502023,.013425117,289.35919,303.98221,294.48093,317.80975,336.38098,322.73495,329.18356,342.62003,333.4631,9.5610561,10.347518,9.7152691,1.0963622,1.5489943,1.1583225,-.53679818,-.053576451,-.28736737,.11952987,.48116684,.18267706,12,5,4,3,3,1,8,8,9,12,12,12,2,7,19,79,2,41,47,12
2019,,,,,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Community,82,R,Shakopee Mdewakanton Sioux Community,345.68835,265.72388,349261,259503,.20300689,.34663069,.59918267,.48282915,.10162783,.18828124,.014725654,286.73599,311.91165,326.39264,212.52269,1.2882891,-.46446425,.21685407,.56920344,.27474514,.21301781,.13541356,.081440508,188.82721,254.64575,250.36604,39.83754,1.2466825,-3.9950529e-10,.36112294,.23721111,.56380707,.37398562,.13397329,.18136291,.055848189,236.04593,290.60721,299.03973,48.742886,1.2906914,-.20131844,.4183369,.19199687,.57579273,.15356633,.30953607,.07930655,.11269032,131.17021,200.58304,176.8013,28.325695,1.1799331,.2458223,.29126114,.19229907,.5299468,.23519602,.14615482,.11689028,.046364371,193.21698,273.84366,276.4006,18.412409,1.2438682,-.11975329,.37556082,.068078287,.35321471,.1707105,.48955503,.72428906,.62093604,.33069718,.61482346,.54890579,.060024571,.14719701,.11761581,.067496903,.33828199,.14601882,.012005688,.0169602,.015378575,282.82455,295.92157,285.86658,300.13208,319.31067,307.15585,322.94321,328.99823,326.32562,209.14252,227.40506,223.03992,1.1451931,1.5283973,1.1917512,-.67341489,-.24361677,-.35319552,.14665334,.5135231,.20043272,12,6,5,3,5,1,8,8,10,12,10,9,9,7,17,81,2,37,48,14
2020,,,,,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Community,82,R,Shakopee Mdewakanton Sioux Community,345.68835,265.72388,349261,259503,.21584702,.34068793,.63955325,.52018327,.092249945,.18872699,.027120026,284.41174,310.13004,326.88739,61.718723,1.238572,-.41409034,.2391668,.58344477,.2826727,.20582268,.14421742,.094949387,195.66025,256.33185,252.38196,112.12788,1.2529514,-5.7189925e-10,.38828039,.25778362,.57914805,.38157508,.12706237,.187273,.070510618,243.56932,292.39255,301.20221,141.01784,1.2822433,-.2076588,.44085431,.21643451,.58869129,.16190679,.30199388,.09164387,.12479064,137.16031,203.26027,181.2607,74.763512,1.2100846,.25356427,.3240844,.212387,.54498643,.2433251,.14078793,.11976141,.065544695,202.12589,275.61298,278.21957,107.53541,1.2393914,-.12787411,.40247095,.068215713,.37160376,.1721561,.57891017,.75574714,.65894943,.34814003,.65631908,.58710396,.059579711,.12683335,.10488436,.067622654,.34105113,.14695816,.012265801,.054768082,.016864384,279.10443,293.2897,281.79697,299.2569,318.59473,306.87674,322.94644,328.11743,327.95895,9.0810766,164.4977,26.39163,1.1414142,1.4009707,1.1833063,-.63440514,-.16383588,-.22428773,.14084519,.50517094,.18876259,12,8,6,3,5,2,9,9,10,12,9,9,8,6,14,81,4,35,48,16
2021,,,,,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Community,82,R,Shakopee Mdewakanton Sioux Community,345.68835,265.72388,349261,259503,.22648324,.38588557,.65285581,.54627812,.079561442,.19946694,.027016291,291.99121,322.80615,341.00656,10.074828,1.2455244,-.38243616,.25498864,.58233821,.30032423,.19155487,.16452955,.090459101,200.82707,275.34302,272.51553,8.8873844,1.261619,9.2420166e-10,.4128885,.27336735,.57948226,.39852765,.11708596,.20949866,.063868679,251.81323,316.85901,323.74631,7.80584,1.2729286,-.20208576,.46881911,.23254494,.5858258,.18040022,.28249481,.10961416,.12293078,138.5638,213.12578,198.2066,10.293574,1.2451237,.24678306,.34458718,.2208669,.53308749,.25042906,.12387804,.13743189,.057669424,204.30151,297.31744,303.00916,7.2924871,1.2356136,-.12613159,.42891139,.038103484,.38773441,.29889965,.5166955,.85937762,.62821472,.37798744,.77291965,.46212476,.051220551,.10445977,.076257005,.028478742,.31579781,.28523943,.010887515,.044186469,.014392347,288.8822,305.17899,292.97653,300.77179,336.63647,327.64755,331.86179,348.88339,340.68973,8.5895605,10.573481,10.420118,1.151631,1.3066372,1.2904333,-.47265872,-.24074264,-.41374868,.083717823,.63882697,.50218201,12,8,5,2,5,1,10,10,10,12,9,10,3,4,12,84,4,33,52,16
