year,mnlegdist,legdist_n_kids_u5,legdist_n_fams_u5,state_n_kids_u5,state_n_fams_u5,hr_slots,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_hr_slots,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_hr_slots,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_hr_slots,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_hr_slots,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_hr_slots,p75_hr_slots,p50_hr_slots,p25_adj_supply_any,p75_adj_supply_any,p50_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p50_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p50_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p50_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p50_adj_supply_public,p25_totcost_any,p75_totcost_any,p50_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p50_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p50_totcost_hr,p25_totcost_public,p75_totcost_public,p50_totcost_public,p25_quality_premium,p75_quality_premium,p50_quality_premium,p25_access_index,p75_access_index,p50_access_index,p25_share_hr,p75_share_hr,p50_share_hr,N_mnlegdist,rank_hr_slots,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2022,10B,2159.418,1649.4128,349261,259503,.13056473,.23655112,.35612059,.074912615,.22453988,.073896624,.056668106,134.24203,169.61916,167.54996,16.433546,1.1713859,-.040661234,.26744977,.59806472,.34602442,.18187934,.19728884,.070160918,206.02438,267.03397,268.21628,8.9497108,1.2590977,1.1749185e-09,.42291179,.28764853,.59792238,.42707723,.1100736,.22687696,.060771573,253.76491,311.44153,320.31583,7.7107048,1.2617077,-.20119825,.47959268,.24278243,.59823847,.24704041,.26957062,.16115496,.081627466,147.72226,205.79477,197.83298,10.619012,1.2555509,.24570918,.35369146,.23990816,.56106758,.30584425,.12088981,.16885473,.050118964,211.27977,288.37915,295.1109,7.2191019,1.2429373,-.13536032,.44643068,0,.17175156,.00031149882,8.3171262e-06,.5313583,.16534707,0,.029529547,5.9848762e-35,1.0548466e-06,.30619422,.08076857,0,.024049273,0,0,.0088269524,8.2830087e-30,131.92122,153.50406,143.96985,155.72116,186.09883,164.64076,153.99651,177.75006,166.80563,8.5041161,25.250092,14.944584,1.0054957,1.2949324,1.1345429,-.56236964,.29027683,-.36834633,0,.40438285,.10321162,134,128,130,133,41,125,79,119,70,27,7,18,133,39,63,21,16,30,58,12
2012,11A,2237.9246,1625.4645,349261,259503,.09442994,.10853399,.46532902,.096564643,.27433443,0,.09442994,113.18697,221.69342,,98.273964,,.41251987,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,0,.011917591,3.1844347e-20,.081157885,.59604537,.40055406,0,.11828492,.003189581,.056803323,.36367312,.27676299,0,0,0,0,.011917591,3.1844347e-20,111.62652,128.5195,119.79987,131.34943,280.94638,138.35364,,,,13.833361,195.27817,24.194611,,,,-.19425729,.67964756,.31664425,0,.033778653,3.4613189e-19,134,16,86,103,72,67.5,16,21,39,29,38,,123,,59,21,20,57,36,7
2013,11A,2237.9246,1625.4645,349261,259503,.14118902,.15166388,.54066664,.12358849,.310653,.034763906,.10642511,116.59432,150.04208,159.35248,29.003225,1.240042,.35807839,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,1.0878737e-33,.06205976,.00019497934,.1047159,.75022399,.4939605,5.5371342e-37,.20612459,.016016297,.063046597,.41410756,.32298949,0,.030727869,.00014860537,0,.018278947,3.0288536e-19,115.82171,130.82921,122.77138,137.59373,154.61201,144.37436,149.00003,168.16672,153.62503,13.527804,44.500092,23.958382,1.1389703,1.2988349,1.1655478,-.12049401,.46663025,.16658713,1.4743248e-30,.13536933,.0013874857,134,38,69,94,63,83,10,75,26,29,11,17,120,24,57,23,20,56,37,7
2014,11A,2237.9246,1625.4645,349261,259503,.29538903,.33265847,.62377942,.15787244,.27716658,.10664862,.1887404,101.39214,130.73228,119.17809,13.881925,.91567427,.62117606,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,.000028098248,.29162139,.14205438,.076152004,.88293374,.5955863,1.7829069e-27,.24038357,.05774235,.02519468,.37679738,.28403413,2.0027353e-33,.15202336,.01341623,3.6822138e-07,.14701411,.030251702,85.697479,119.65322,112.44934,109.31535,145.4735,118.35944,96.966324,130.74445,104.34885,7.8281312,17.83337,10.01111,.76066142,1.0208504,.80861634,-.1910436,.80460006,.39566129,.016817512,.51407564,.31863329,134,5,49,88,69,55,9,29,9,19,2,1,106,1,44,25,30,51,40,10
2015,11A,2237.9246,1625.4645,349261,259503,.30095822,.40145794,.59142816,.1642936,.24836464,.12218828,.17876995,103.38081,140.17264,127.51749,14.157922,.97812659,.68750536,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,.000075139185,.31509539,.16604429,.057390019,.8442449,.54894292,2.3575526e-27,.25952849,.059114933,.022887219,.31585756,.22394095,4.1741379e-16,.18533505,.057080794,7.6561996e-08,.14633501,.029218689,89.856781,124.0059,114.23912,121.80976,154.08337,133.12677,111.90219,139.38628,116.86121,7.8302302,18.620861,10.064081,.8626985,1.0414733,.90676069,-.32535452,.91293389,.41447094,.10960618,.65565538,.39062703,134,5,51,86,73,54,8,20,9,19,6,2,111,4,42,28,30,49,41,10
2016,11A,2237.9246,1625.4645,349261,259503,.18852971,.47021541,.25698116,.14875291,.083712362,.16401383,.024515878,76.730682,109.23076,110.64211,42.483246,2.37674,.4521791,.10475305,.30868447,.16964787,.11242023,.07813669,.026616363,168.51242,242.1907,246.28207,38.804512,1.6600305,7.6565043e-10,.2843667,.13995342,.37132013,.24233294,.10267338,.1136396,.026313821,221.29439,274.26117,281.49667,12.025635,1.3112875,-.145895,.35410124,.061771214,.23220243,.080894902,.12432174,.034785431,.026985783,104.06235,203.03069,187.33775,71.503181,2.2442749,.17814684,.19921653,.067397177,.26988581,.12638226,.08399827,.039365496,.0077712298,179.23958,254.69212,267.13513,10.302787,1.3251808,-.076522715,.25419465,2.1882666e-11,.15903425,.050356802,2.1581156e-06,.2272211,.15504208,2.2149574e-34,.13062015,.0072327866,6.0101230e-13,.082433283,.048780732,3.2311105e-27,.14632314,.010013172,0,7.0884885e-09,1.0829365e-15,43.7719,115.52871,51.117096,53.001034,171.54256,84.155472,52.370918,171.50624,80.099319,19.055595,64.055687,22.527822,1.2280334,2.9342301,2.0199087,.12338867,.54367471,.36177427,.00011381292,.75481951,.59277272,134,22,85,66,97,18,53,18,3,21,4,3,90,115,33,58,10,36,55,9
2017,11A,2237.9246,1625.4645,349261,259503,.28178054,.57192624,.44118446,.19044022,.16217785,.19321416,.088566385,123.76522,212.55669,180.93172,29.056086,1.2083272,.42134452,.16696499,.44115615,.21265782,.17964444,.11711731,.049847685,183.03572,275.08139,247.28606,25.716303,1.3437595,.00013756404,.34881932,.18493438,.43973619,.2857779,.1252379,.15530461,.029629765,227.56776,279.61356,284.02005,12.382446,1.3146435,-.19302246,.40445119,.14502324,.44288999,.12337369,.24607818,.070488229,.07453502,128.62953,269.54431,195.3779,42.006691,1.3853948,.2361272,.2808893,.14204176,.41139814,.1803634,.13195089,.09526775,.021559807,187.25017,269.0394,264.0014,8.5519934,1.2634766,-.11787421,.3744601,.00017697414,.36339548,.21975264,.019079572,.60686791,.40897167,7.0448212e-34,.27173355,.022345431,.00023504983,.21990959,.14565241,2.1608925e-07,.30058056,.058164068,2.1537849e-06,.11139932,.047001787,108.0519,141.67937,120.54555,123.90131,217.11848,183.69446,125.60829,184.70778,148.16061,4.8182163,17.500036,7.5962458,.84222347,1.416642,1.0484672,-.17345399,.67713755,.46792734,.29991493,.85340154,.66485202,134,13,72,67,71,25,18,2,10,30,18,32,96,37,37,43,20,41,48,11
2018,11A,2237.9246,1625.4645,349261,259503,.2670421,.47643659,.49864179,.14254743,.21098435,.1219321,.14511001,103.95229,163.77414,155.56836,11.944112,1.1061682,.54371452,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,.00015933992,.40144202,.18274537,.016645245,.68915588,.5407393,5.5371342e-37,.1919108,.015439539,.0030184838,.31101182,.20422424,2.1519145e-10,.23597611,.01769631,.000012911776,.16488361,.099704154,73.503479,133.39021,109.09909,128.97815,192.98833,154.26828,129.92322,178.72186,145.91818,5.0562224,17.057697,7.5700493,.99477559,1.264359,1.0412216,-.28252241,.97036046,.45704526,.1861676,.65988696,.58323038,134,16,72,97,65,63,11,24,12,12,5,21,99,27,42,29,29,41,47,12
2019,11A,2237.9246,1625.4645,349261,259503,.47765392,.54818177,.66421235,.16142857,.20025501,.17512512,.3025288,99.85125,159.62535,148.07628,11.651537,1.0508145,.89065701,.21685407,.56920344,.27474514,.21301781,.13541356,.081440508,188.82721,254.64575,250.36604,39.83754,1.2466825,-3.9950529e-10,.36112294,.23721111,.56380707,.37398562,.13397329,.18136291,.055848189,236.04593,290.60721,299.03973,48.742886,1.2906914,-.20131844,.4183369,.19199687,.57579273,.15356633,.30953607,.07930655,.11269032,131.17021,200.58304,176.8013,28.325695,1.1799331,.2458223,.29126114,.19229907,.5299468,.23519602,.14615482,.11689028,.046364371,193.21698,273.84366,276.4006,18.412409,1.2438682,-.11975329,.37556082,.00037120553,.63914371,.30676699,.030995142,.87381828,.5593189,3.7567695e-36,.2793344,.028015276,.011481428,.27869296,.20015615,3.1299885e-07,.26560503,.096958235,.000031176467,.2290448,.08118169,60.891438,132.11311,112.38255,137.15193,183.87503,145.98315,125.96341,160.98615,138.29144,6.6612687,15.472253,8.8473139,.90882188,1.1780893,.97906363,-.24181715,1.2494271,.52178061,.31881672,.79835606,.60756141,134,2,37,95,68,42,2,11,2,8,9,24,23,23,30,24,46,37,48,14
2020,11A,2237.9246,1625.4645,349261,259503,.49153897,.56170851,.67138362,.16714922,.1936364,.18094097,.31059802,111.10574,160.7446,151.99379,67.555199,1.0870521,.85204548,.2391668,.58344477,.2826727,.20582268,.14421742,.094949387,195.66025,256.33185,252.38196,112.12788,1.2529514,-5.7189925e-10,.38828039,.25778362,.57914805,.38157508,.12706237,.187273,.070510618,243.56932,292.39255,301.20221,141.01784,1.2822433,-.2076588,.44085431,.21643451,.58869129,.16190679,.30199388,.09164387,.12479064,137.16031,203.26027,181.2607,74.763512,1.2100846,.25356427,.3240844,.212387,.54498643,.2433251,.14078793,.11976141,.065544695,202.12589,275.61298,278.21957,107.53541,1.2393914,-.12787411,.40247095,.00044780649,.6357249,.31734735,.023471473,.93535244,.54950953,3.4395701e-36,.2769497,.026245549,.012347517,.27092993,.17345358,4.0783052e-06,.26711136,.096884042,.000064963351,.278036,.12136321,89.25399,147.80251,123.31883,138.42526,183.80557,147.69333,128.65656,168.59836,144.85437,15.750031,84.602959,43.037098,.90319586,1.2598823,1.0283284,-.36395484,1.3196032,.38073528,.35333699,.78913152,.63103431,134,4,35,95,67,40,3,12,2,14,3,19,41,25,29,25,46,35,48,16
2021,11A,2237.9246,1625.4645,349261,259503,.47307748,.57819611,.6431883,.18993829,.18877271,.20860016,.26447731,104.28271,185.16638,174.83943,11.146635,1.1810049,.76410174,.25498864,.58233821,.30032423,.19155487,.16452955,.090459101,200.82707,275.34302,272.51553,8.8873844,1.261619,9.2420166e-10,.4128885,.27336735,.57948226,.39852765,.11708596,.20949866,.063868679,251.81323,316.85901,323.74631,7.80584,1.2729286,-.20208576,.46881911,.23254494,.5858258,.18040022,.28249481,.10961416,.12293078,138.5638,213.12578,198.2066,10.293574,1.2451237,.24678306,.34458718,.2208669,.53308749,.25042906,.12387804,.13743189,.057669424,204.30151,297.31744,303.00916,7.2924871,1.2356136,-.12613159,.42891139,.00014677209,.70802122,.26393217,.013875213,.97521728,.44973636,0,.2809419,.013269895,.0037394946,.29810891,.14394572,4.5150711e-07,.36179602,.062620662,1.2455167e-06,.22892414,.13077734,63.190937,141.73557,120.21809,154.78224,206.61856,186.23366,150.87442,193.28108,172.74965,5.3147182,15.997253,7.8775263,1.0699623,1.2955072,1.203814,-.33413497,1.309785,.32560962,.31939271,.82408655,.70666742,134,10,46,94,58,39,5,18,3,8,19,25,111,48,29,30,41,33,52,16
2022,11A,2237.9246,1625.4645,349261,259503,.53933316,.59816647,.72437507,.39063179,.17670794,.38229778,.15703535,152.02553,215.41202,208.78593,11.624259,1.4293889,.73006219,.26744977,.59806472,.34602442,.18187934,.19728884,.070160918,206.02438,267.03397,268.21628,8.9497108,1.2590977,1.1749185e-09,.42291179,.28764853,.59792238,.42707723,.1100736,.22687696,.060771573,253.76491,311.44153,320.31583,7.7107048,1.2617077,-.20119825,.47959268,.24278243,.59823847,.24704041,.26957062,.16115496,.081627466,147.72226,205.79477,197.83298,10.619012,1.2555509,.24570918,.35369146,.23990816,.56106758,.30584425,.12088981,.16885473,.050118964,211.27977,288.37915,295.1109,7.2191019,1.2429373,-.13536032,.44643068,.00081308954,.78496224,.36647743,.033023827,1.0364798,.58562875,1.4127908e-13,.56130558,.067328453,.0081658885,.26750487,.15715018,.00021474302,.53275585,.12406237,3.7226784e-12,.16993685,.081722915,129.07166,175.62813,141.98889,168.66071,211.52785,191.24414,161.39148,212.44185,185.44601,5.3293366,17.968037,7.508605,1.073738,1.4880915,1.2438011,-.46904424,1.3310629,.52224141,.39995646,.88225901,.6838007,134,5,27,44,61,8,3,18,2,38,45,48,107,118,24,54,22,30,58,12
2012,11B,2088.0403,1412.6499,349261,259503,.17827173,.078439951,.55555224,.027410809,.3498697,0,.17827173,116.10078,211.67468,,114.87695,,.5054937,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,0,0,0,.001325687,.70137262,.24236631,0,.000027132755,0,.0013163253,.53048468,.22992644,0,0,0,0,0,0,108.86555,134.28455,126.2588,146.64474,260.00015,194.83633,,,,110.278,152.72252,132.75027,,,,-.31593168,.60417306,.083901957,0,0,0,134,6,54,131,50,67.5,6,38,33,32,31,,129,,63,5,32,57,36,7
2013,11B,2088.0403,1412.6499,349261,259503,.2022146,.14168206,.57802176,.027410809,.37113065,.022734301,.17948028,117.36802,157.17482,168.48141,53.265991,1.3157495,.43615171,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,0,.074602768,1.4157389e-16,.0013163253,.74389654,.28721762,0,.000027132755,0,.00056513975,.56904352,.27558622,0,1.2483635e-08,0,0,0,0,113.46126,135.42632,128.487,145.67212,168.36389,153.47928,146.72768,187.99323,167.17079,36.194519,70.389023,59.305672,1.0779213,1.4907556,1.3498174,-.20252125,.41356605,.028840527,0,.172986,9.0173555e-13,134,13,58,132,43,94,8,79,20,31,18,21,133,44,64,5,31,56,37,7
2014,11B,2088.0403,1412.6499,349261,259503,.27341408,.25766706,.61138815,.027410809,.34751308,.036949851,.23646422,104.20914,145.6122,147.2504,17.123892,1.1732231,.56708324,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,4.4585663e-12,.19645634,.010816,.00038204377,.85338008,.35804802,0,.000027132755,0,.00017670843,.58012557,.2677086,0,.0001491998,5.5260002e-26,5.4097500e-17,.089002609,.00025067761,89.630875,126.18889,115.05093,128.80403,161.10965,145.72055,127.49812,160.66676,149.646,6.6878529,23.093725,15.652809,1.0085746,1.3674612,1.2067518,-.31548366,.62586242,.105,6.5860598e-07,.3758612,.1877161,134,8,57,132,46,98,5,56,11,22,9,9,123,19,57,4,39,51,40,10
2015,11B,2088.0403,1412.6499,349261,259503,.273123,.26481295,.57966101,.027508894,.31597894,.036949851,.23617315,106.49581,153.86319,147.93628,17.222404,1.1341133,.60918373,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,3.1126499e-12,.19645634,.010816,.000042737858,.82679725,.30811235,0,.000027335518,0,.000011403587,.53388554,.22405466,0,.0001491998,5.5260002e-26,1.2891254e-17,.089002609,.00020125868,90.333847,129.09854,116.42819,139.50005,165.19447,150.61118,132.65343,160.55566,145.81952,6.9511018,23.124069,15.982222,1.0085006,1.256093,1.1636512,-.48472279,.63256949,-.039486885,2.9722352e-07,.42583877,.18552785,134,12,57,132,50,101,6,67,10,24,14,18,123,14,55,5,41,49,41,10
2016,11B,2088.0403,1412.6499,349261,259503,.050762489,.28143939,.14799348,.023928775,.10154057,.028238362,.02252413,96.515839,185.8965,144.4323,119.05447,1.9373677,.13408281,.10475305,.30868447,.16964787,.11242023,.07813669,.026616363,168.51242,242.1907,246.28207,38.804512,1.6600305,7.6565043e-10,.2843667,.13995342,.37132013,.24233294,.10267338,.1136396,.026313821,221.29439,274.26117,281.49667,12.025635,1.3112875,-.145895,.35410124,.061771214,.23220243,.080894902,.12432174,.034785431,.026985783,104.06235,203.03069,187.33775,71.503181,2.2442749,.17814684,.19921653,.067397177,.26988581,.12638226,.08399827,.039365496,.0077712298,179.23958,254.69212,267.13513,10.302787,1.3251808,-.076522715,.25419465,1.8996497e-20,.080394417,6.0825209e-06,7.9113932e-10,.23889485,.022910591,0,.000027132755,0,5.3990434e-10,.15619816,.017574281,0,.028991742,1.8190935e-14,0,9.1784935e-13,0,49.262646,141.15201,99.62278,166.03952,200.23404,184.33122,110.76997,180.87592,150.44415,62.625122,168.61145,137.80583,1.0713055,2.3540361,1.4029899,-.13486488,.29997164,.10814919,1.9678371e-12,.51476669,.14907064,134,100,130,127,76,95,65,71,40,35,29,18,127,104,69,16,15,36,55,9
