year,t_bg_N_c_u5,t_bg_N_fam_c_u5,county,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_adj_supply_any,p75_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p25_totcost_any,p75_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p25_totcost_public,p75_totcost_public,p25_quality_premium,p75_quality_premium,p25_access_index,p75_access_index,p25_share_hr,p75_share_hr,N_county,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2015,1585,1188,Todd,.25296402,.42901075,.044830728,.24457502,.015266078,.139605,86.079575,155.33586,123.58161,13.978824,1.1097546,.36564916,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.00045748529,.46995059,0,0,.00041322791,.26099667,0,.00011414631,1.0674557e-14,.14543714,67.060242,109.89639,131.8334,165.61122,110.25062,134.1945,3.3055623,22.166712,.99393541,1.1292629,-.48110709,1.0989649,6.8056039e-07,.41158643,87,83,66,77,52,22,18,34,5,24,7,50,13,57,10,33,49,41,10
2016,1585,1188,Todd,.23973751,.43985045,.033903532,.2723543,.034151785,.13359264,103.70325,265.46716,192.0407,20.747599,1.5902957,.22227469,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.0057221712,.6871981,0,0,.0043957247,.35499075,0,.00013399102,9.6424299e-15,.15186471,82.869255,127.58588,194.41678,299.77808,136.19121,178.94572,3.1111174,22.166712,1.0762073,1.7026224,-.61151713,1.3601233,1.5678029e-06,.46400574,87,76,69,66,51,27,39,51,28,67,50,48,63,62,8,30,46,43,11
2017,1585,1188,Todd,.33622718,.42022854,.040672276,.23882265,.065187462,.14073361,89.103241,343.87015,195.03531,33.789032,1.7049844,.33209169,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.002213544,.73107058,0,0,.00090665882,.28290126,0,.0011273038,2.5857400e-19,.078621268,64.133919,116.99962,255.6571,535.76154,109.95977,259.80579,3.3055623,23.750048,.97821373,2.0186298,-.59997427,1.3080182,1.8606231e-08,.80337441,87,79,66,70,43,26,23,31,16,66,56,53,72,57,10,33,41,46,13
2018,1585,1188,Todd,.305803,.40899661,.014914579,.2747581,.044160243,.11932395,96.523186,189.54628,134.08067,13.920355,1.1258003,.30633023,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.0027219702,.48236829,0,0,.0010215539,.34531775,0,.0010021686,8.8954638e-15,.14431533,77.611488,121.97226,179.91675,200.25409,118.8294,153.29489,3.3055623,22.166712,.99587554,1.254474,-.51960921,1.1984291,9.4067991e-06,.65636617,87,78,72,58,49,31,30,33,16,31,16,51,37,67,4,29,41,47,12
2012,95,77,Traverse,.057272371,.82693708,0,.6084497,0,.21848738,95.107063,549.85657,,193.45331,,1.0755804,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,6.2739304e-08,.88060635,0,0,6.2739304e-08,.88060635,0,0,0,0,92.882011,108.21426,394.75052,650.32166,,,206.0282,222.6671,,,-.16165268,1.1678542,0,0,87,10,83.5,16,44,5,52,6,16,80,,79,,74,0,26,57,36,7
2013,467,393,Traverse,.054298576,1.0455846,0,.82709724,0,.21848738,104.95422,225.24074,203.87093,56.048618,1.8011022,.49309549,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,6.5179570e-08,1.2412674,0,0,6.5179570e-08,1.2412674,0,0,0,0,104.631,114.03394,221.6167,224.28336,202.77206,206.54984,48.694542,67.250137,1.6378635,1.9539976,-.38082275,.51772958,0,0,87,3,83.5,1,70.5,5,63,17,29,74,43,82,56,79,0,21,56,37,7
2014,95,77,Traverse,.16737004,1.1406966,0,.66932416,0,.47137251,86.920517,220.54076,207.43077,11.112698,1.9095042,.79345953,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,6.5970866e-08,1.2899441,0,0,6.4591688e-08,1.0761967,0,0,7.1878814e-10,.20981602,85.020592,106.36832,217.72215,220.38882,204.60374,208.38153,2.6111164,19.694485,1.7593371,2.0378823,-.42294243,.90720218,.0037449102,.16302161,87,2,83.5,9,76.5,3,40,4,7,72,51,26,71,59,0,41,51,40,10
2015,467,393,Traverse,.1896306,.80948305,0,.55659795,0,.25288513,87.1576,217.31558,217.31558,11.174042,1.8989724,.58234006,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,3.6592297e-08,1.2097408,0,0,1.5629629e-13,.9968639,0,0,7.1878814e-10,.20981602,87.125565,109.04021,213.61133,216.72243,213.61133,216.72243,2.5833385,19.694485,1.7779469,2.0460548,-.48142469,.90204459,.0066458546,.17376462,87,10,82.5,18,79.5,5,41,10,6,70,69,30,80,69,0,31,49,41,10
2016,95,77,Traverse,.19115835,.80017221,0,.54728711,0,.25288513,85.289383,275.39227,,22.31214,,.57246548,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,3.5464566e-08,1.1931378,0,0,1.5314018e-13,.97933954,0,0,7.1878814e-10,.20981602,80.190224,115.30712,250.18059,268.87506,,,2.5833385,19.694485,,,-.56785333,.93062162,.0067824284,.17620531,87,10,82,12,84,4,58,12,8,69,,52,,68,0,32,46,43,11
2017,95,77,Traverse,.19177245,.79609215,0,.54320699,0,.25288513,86.200508,395.37631,,29.887316,,.46685389,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,3.5426680e-08,1.1858304,0,0,1.5312590e-13,.97191936,0,0,7.1878814e-10,.20981602,88.381004,110.38647,376.72269,391.05603,,,2.5833385,19.694485,,,-.63592631,.78809303,.006783139,.17726862,87,8,82,5,85,4,69,19,9,70,,49,,68,0,32,41,46,13
2018,95,77,Traverse,.21255778,.68383378,0,.43094864,0,.25288513,90.856094,283.63702,,10.816198,,.44335645,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,3.5087599e-08,.98388058,0,0,1.5301375e-13,.77079529,0,0,7.1878814e-10,.20981602,86.88279,118.79111,280.0079,283.09128,,,2.5833385,19.694485,,,-.55267149,.74158961,.018169079,.21345888,87,17,82,20,84.5,3,59,21,7,76,,30,,63,0,37,41,47,12
2012,1216,934,Wabasha,.027933517,.68091911,.067089073,.5957765,0,.018053589,122.26511,207.29518,,195.81616,,.6140359,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.29449201,.97644234,0,.14406084,.25184551,.83110654,0,0,0,9.0733275e-28,118.98054,126.84645,151.87947,256.06134,,,26.333385,269.52832,,,.16169459,1.0454741,0,2.5292604e-27,87,29,56,18,44,68,66,43,65,27,,80,,87,10,3,57,36,7
2013,1216,934,Wabasha,.023733284,.72149068,.067089073,.63434207,0,.020059545,127.14149,183.1926,295.22714,34.362766,2.2736001,.072098434,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.12170298,1.0207407,0,.14406084,.10037242,.87540495,0,0,0,8.8954190e-29,121.56788,133.37871,157.30273,200.29797,292.75006,325.61127,26.333385,42.138973,2.1473019,2.464015,-.3497704,.36136541,0,1.9056464e-28,87,28,57,15,70.5,65,77,68,66,57,79,72,74,88,9,3,56,37,7
2014,1216,934,Wabasha,.078719512,.72715622,.067089073,.58677489,1.8151680e-23,.073292233,119.8711,184.06404,293.06885,14.1372,2.2681749,.11769965,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.27301475,1.0050163,0,.14406084,.25128743,.78058928,0,0,1.4450435e-11,.091545224,116.69175,128.06577,153.13892,207.98117,275.72232,326.20013,4.1666751,20.389112,2.1117792,2.5184519,-.28892154,.54592299,9.3046931e-11,.083453193,87,34,60,20,64,54,81,63,63,52,84,50,81,81,9,10,51,40,10
2015,1216,934,Wabasha,.16261996,.71226209,.066968851,.57200098,.038876478,.073292233,118.32243,187.31583,214.24825,14.167905,1.6288073,.26985893,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.18770823,1.0219456,0,.14286962,.18770799,.78786814,0,.060456228,1.4450435e-11,.091545224,119.70876,129.02654,168.3889,195.50006,133.2347,305.55563,4.1666751,20.389112,1.0073507,2.3474541,-.26172757,.85832775,2.1873769e-10,.24304308,87,32,59,15,38,52,52,46,61,53,66,51,72,80,9,10,49,41,10
2016,1216,934,Wabasha,.15013453,.65242922,.067089073,.51693732,.049554057,.06840279,127.39902,213.33531,159.60014,23.737514,1.1519599,.13924104,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.12964517,.96672434,0,.14406084,.12234438,.71654451,5.9771127e-35,.074782848,1.9313850e-15,.091545224,120.60703,134.49622,163.31123,262.82803,130.83334,148.09727,4.1666751,22.194754,.95777798,1.1019368,-.45940706,.64993298,2.6107385e-09,.26733404,87,35,59,14,41,57,74,60,59,50,30,56,21,79,10,10,46,43,11
2017,1216,934,Wabasha,.17315745,.6444118,.067089073,.50403053,.049670465,.073292233,125.49811,220.09068,142.58751,28.091026,1.0650412,.092013068,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.067022204,.91451973,0,.14406084,.065179139,.67316008,9.0199361e-32,.0682365,1.9313889e-15,.091545224,120.25921,131.33014,170.02782,263.30023,128.52779,140.88223,4.1666751,22.194757,.964827,1.0533141,-.55314416,.54341394,.000010732388,.23785618,87,28,59,9,51,61,75,63,66,27,26,48,17,78,10,11,41,46,13
2018,1216,934,Wabasha,.17747524,.65721595,.067089073,.51683468,.05871135,.073292233,129.95041,220.40518,152.4614,14.466019,1.0863098,.18689246,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.12594295,.98089623,0,.14406084,.092543997,.73708493,9.0199361e-32,.11681589,1.9313556e-15,.091545224,130.31459,139.20642,203.70999,230.71005,134.58336,152.91423,4.1666751,22.194733,.9507457,1.0685117,-.51686108,.74542177,1.5792026e-06,.22149621,87,23,55,8,40,53,69,53,64,59,30,55,29,79,10,11,41,47,12
2012,1585,1188,Wadena,.18563691,.4198063,.03196834,.32607245,0,.061765525,90.888504,349.96033,,38.560078,,.56888473,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.14233887,.57755691,0,.086743578,.062587194,.44610828,0,0,1.2917445e-11,.08158692,63.569729,107.2052,117.76805,563.58954,,,3.3333402,20.611153,,,.31387192,.65252024,6.4603198e-11,.44003066,87,78,67,63,44,39,6,52,9,69,,28,,78,8,15,57,36,7
2013,732,522,Wadena,.22021711,.48825827,.03196834,.37359127,.023144528,.082698666,93.522537,142.98996,129.45554,16.02726,1.1081318,.52039862,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.25680077,.667871,0,.086743578,.1206978,.53235435,0,.02957637,2.5834890e-11,.13750218,69.250572,111.6116,115.47527,171.21918,102.82784,154.80017,3.3333402,20.611153,.91715187,1.1593782,.073727161,1.1731592,.043861941,.41435537,87,67,68,57,27,30,10,15,12,17,9,29,11,77,7,17,56,37,7
2014,732,522,Wadena,.23501,.58463383,.03196834,.41231179,.023144528,.14035372,91.296669,138.67012,138.90854,10.405155,1.2096285,.46740007,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.36560643,.79645532,0,.086743578,.29040191,.55517477,0,.02957637,.03813114,.13070673,87.127609,99.747749,97.575096,158.24188,102.94173,157.44185,2.4852545,8.9722404,.97831112,1.2697549,.1993209,.61123407,.16173317,.26278794,87,53,71,46,43,17,18,21,15,13,14,20,19,71,5,24,51,40,10
2015,732,522,Wadena,.23818147,.56757516,.037940886,.38821697,.023779448,.14141729,92.218155,140.47354,136.0069,10.412481,1.1760075,.42539603,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.34482139,.79008073,0,.09043996,.25337783,.53070039,0,.030439831,.03813114,.13070673,87.071602,97.696968,99.638901,158.91672,107.05556,166.16061,2.4852545,8.9722404,1.0100722,1.2557417,.18124023,.60361344,.16932492,.27018899,87,48,68,47,49,20,24,26,17,14,16,24,21,68,7,25,49,41,10
2016,732,522,Wadena,.26806849,.54978913,.036685038,.36376643,.024622437,.14933766,103.99835,194.40161,142.0547,21.057711,1.0945045,.36646268,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.38260463,.77787119,0,.091194026,.21207643,.53403044,8.7016562e-17,.03369296,.054849397,.13070673,87.215775,113.44679,184.11121,202.22165,127.05088,145.9398,2.4852545,8.9722404,.95079452,1.1660709,.18548889,.64037579,.14635839,.44659266,87,49,67,46,57,20,30,30,29,33,12,49,12,66,7,27,46,43,11
2017,732,522,Wadena,.30457109,.47132593,.037230976,.29342842,.041270837,.14066654,89.095436,373.43613,187.63715,34.556927,1.597737,.32959855,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.1684361,.71315473,0,.091194026,.096342415,.47796044,4.9569957e-09,.032998651,.03813114,.13070673,75.632469,95.582146,125.68016,639.12286,117.49323,131.90991,2.4852545,8.9722404,1.0509846,1.1499348,.22698709,.55922586,.20058668,.40628335,87,64,67,55,55,27,30,32,15,68,52,55,69,62,8,30,41,46,13
2018,732,522,Wadena,.32440463,.51331896,.074106932,.29896253,.039030943,.14024945,91.096336,161.94528,135.64516,10.410851,1.1035748,.45693821,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.15173788,.74900621,0,.094688341,.081906341,.51401806,4.9569957e-09,.032998651,.03813114,.13070673,71.81768,100.4081,126.68153,199.82057,127.92949,134.48254,2.4852545,8.9722404,1.0304379,1.1616364,.38742346,.70458126,.19787626,.4960005,87,48,52,52,53,23,21,18,8,12,17,25,35,58,14,27,41,47,12
2012,1009,799,Waseca,.02190816,.68576509,.078372695,.59274817,0,.01464422,105.5652,138.06436,,23.443615,,.7835412,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.64739531,.7557711,5.8423415e-19,.13462111,.49844867,.72883016,0,0,1.3054681e-27,.025477583,103.93565,106.11372,118.19843,156.82144,,,5.3055658,25.902828,,,.73052132,.89449954,1.5775327e-27,.036584835,87,27,51,19,44,69,71,26,41,2,,16,,86,11,2,57,36,7
2013,1009,799,Waseca,.023381125,.63562316,.078372695,.54260629,1.1232438e-14,.01464422,109.28194,137.55127,201.08151,13.803317,1.790241,.12630776,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.58372962,.70483077,5.8423415e-19,.13462111,.43804455,.65805745,0,0,1.3054681e-27,.025477583,105.95439,110.38634,122.89049,161.28055,135.34174,230.2084,5.3055658,25.902828,1.1591749,2.0248361,.10299303,.19000401,2.2746628e-16,.039496545,87,41,51,28,50,68,78,60,42,16,39,14,55,85,12,2,56,37,7
