year,t_bg_N_c_u5,t_bg_N_fam_c_u5,county,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_adj_supply_any,p75_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p25_totcost_any,p75_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p25_totcost_public,p75_totcost_public,p25_quality_premium,p75_quality_premium,p25_access_index,p75_access_index,p25_share_hr,p75_share_hr,N_county,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2018,296,171,Lake of the Woods,.36081886,.41339511,0,.25826281,.041603252,.15513231,87.171425,439.09964,125.73927,24.815424,1.0434761,.43815514,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.00010568192,.77680814,0,0,.000056264442,.34245646,0,1.7024968e-11,0,.38884234,49.179417,124.29349,410.82108,457.22281,123.634,127.7057,4.9466085,37.388962,1.0079021,1.1716765,-.67404354,1.2933828,0,.57442075,87,75,82,61,52,17,16,22,4,87,11,82,22,62,0,38,41,47,12
2012,1123,979,Le Sueur,.033107545,.72053629,.030278435,.61593968,0,.07431823,125.87668,226.67433,,74.577721,,.63210058,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.51371735,.86304367,0,.087194622,.49178356,.75460047,0,0,0,3.1786433e-12,108.77699,147.76041,206.8822,252.76006,,,20.944487,128.09747,,,.25374067,.84695745,0,9.6442264e-12,87,23,68,13,44,34,64,40,69,38,,55,,85,4,10,57,36,7
2013,1123,979,Le Sueur,.030278761,.72380042,.030278435,.61920375,1.2931078e-18,.07431823,129.80673,208.38974,233.35199,30.236595,1.7346585,.069897994,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.5444268,.85195607,0,.087194622,.51266539,.75110579,0,0,0,3.1786433e-12,113.90812,146.94717,196.26949,216.98724,175.26399,321.70563,20.944487,42.111198,1.3955538,1.9904007,-.24261916,.17195094,0,1.0193872e-11,87,27,69,18,52,35,73,69,69,72,52,70,53,86,4,10,56,37,7
2014,1123,979,Le Sueur,.16541326,.77953404,.090936303,.58166945,.079125762,.10692829,119.47179,207.43991,203.91246,9.3689966,1.5678389,.31863374,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.53717005,.91325605,0,.1008751,.47310573,.72629392,0,.025979107,.0014485307,.16669124,101.29372,146.52509,189.78625,219.66858,180.29178,217.57065,3.0413804,13.982264,1.4178966,1.800096,-.036161203,.55795801,.13861598,.1969105,87,24,52,22,18,38,42,42,62,67,50,12,53,75,12,14,51,40,10
2015,1123,979,Le Sueur,.19439502,.72175974,.074779831,.53991914,.076435819,.10706075,121.4826,218.20544,171.51625,8.9163122,1.2879627,.31440946,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.49745458,.82730651,0,.094616011,.39819947,.64839596,9.4245692e-18,.06093853,.0029595201,.16669124,100.49162,147.03685,204.96851,219.82813,138.25,213.94446,3.0413802,11.958357,1.0480983,1.3937188,-.081177667,.61701596,.1517764,.27820772,87,30,53,22,20,34,39,40,64,71,47,11,36,75,10,15,49,41,10
2016,1123,979,Le Sueur,.19701141,.68540138,.077271454,.50437331,.077099405,.10375658,128.20808,224.92021,180.22861,9.2531881,1.2501593,.2407531,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.49347258,.80797708,0,.079731263,.41588783,.60717034,6.6516736e-22,.068760037,.0029595201,.16471486,106.40417,152.58551,208.81952,236.92157,140.16667,220.75002,3.0413804,11.958357,.99793214,1.3822831,-.11536075,.52313453,.075049788,.27794185,87,27,52,17,29,38,52,48,62,56,43,14,34,74,11,15,46,43,11
2017,1123,979,Le Sueur,.2265262,.68000323,.10901196,.47704181,.10613654,.093949467,126.40299,224.7112,169.70308,11.175435,1.2308419,.20336013,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.45950723,.81827629,0,.1324006,.33500367,.55952752,.0013779888,.08005438,.0026496369,.13292059,113.87263,148.78908,201.17772,221.7831,135.7778,218.94446,2.9487405,12.027802,1.0169493,1.4099554,-.15484476,.44297177,.18802862,.27135098,87,22,44,12,20,50,57,49,68,33,41,20,39,70,16,14,41,46,13
2018,1123,979,Le Sueur,.2470011,.67169201,.021955768,.48817414,.046308689,.1615621,124.45493,239.12042,177.8717,8.3716192,1.2514275,.3331205,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.4342593,.81037176,0,.049105287,.33381411,.63326389,.00019766815,.07908123,.011082249,.13351411,114.56903,147.16309,216.59125,266.95959,150.10376,235.66112,2.8699493,11.500023,1.0784168,1.5206931,.011899048,.50340509,.21391353,.27376887,87,19,70,11,46,11,44,30,54,68,56,11,53,73,3,24,41,47,12
2012,386,278,Lincoln,.000062135739,.63893062,0,.63888806,0,.000042563468,97.034164,357.35306,,388.77722,,.8037765,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.18035413,.82073361,0,0,.18035413,.82073361,0,0,0,0,90.139954,98.987274,321.33374,387.69498,,,377.69519,412.0564,,,.12366906,1.0531042,0,0,87,33,83.5,7,44,82,83,25,23,70,,85,,100,0,0,57,36,7
2013,386,278,Lincoln,.000052900734,.73048538,0,.7304492,0,.00003617895,105.18498,205.62927,220.35625,70.194138,2.1245112,.16974215,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.24541163,1.0029241,0,0,.24541163,1.0029241,0,0,0,0,99.901192,109.1385,193.67674,214.39461,203.31679,239.03906,62.805676,82.361282,1.8958864,2.292336,-.21168934,.34242481,0,0,87,26,83.5,5,70.5,81,85,55,30,71,51,85,70,100,0,0,56,37,7
2014,386,278,Lincoln,.15449943,.93811303,0,.7446382,0,.19347481,87.54467,201.50937,221.60545,15.06447,2.1554518,.61187327,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.22170448,1.1511549,0,0,.22170448,.92611182,0,0,1.1021058e-22,.37170464,77.330132,92.349098,188.53273,211.76392,194.41096,233.4666,2.4722273,24.805603,1.7709383,2.5396628,-.16933554,1.1656369,6.2512171e-20,.27767259,87,11,83.5,2,76.5,8,47,10,9,63,59,53,77,79,0,21,51,40,10
2015,386,278,Lincoln,.28082615,.80850422,0,.62489337,0,.18361084,76.507484,186.07362,204.62746,14.294562,2.0540092,.80024576,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.18756893,1.0752517,0,0,.18756893,.76119405,0,0,4.3780849e-16,.37170464,50.796421,104.59454,172.19458,199.1113,199.66687,217.41692,2.1388931,22.777822,1.8584952,2.3062053,.11065031,1.2383602,1.0739995e-14,.45687214,87,11,82.5,6,79.5,11,12,5,2,51,62,53,84,77,0,23,49,41,10
2016,386,278,Lincoln,.30792218,.75085688,0,.56721073,.00017428867,.18364614,78.496902,144.29951,263.17871,25.430212,2.8682044,.75453895,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.22170448,.89081812,0,0,.16994219,.61463416,0,0,4.3780849e-16,.37170464,55.924866,108.41315,126.89356,162.64363,123.28635,517.34515,2.1388931,22.777822,.99671334,6.3769946,-.054969013,1.2074838,6.5183145e-13,.43554389,87,14,82,10,71,9,17,5,4,6,71,59,79,76,0,24,46,43,11
2017,386,278,Lincoln,.3754673,.91414011,0,.67481762,.03794023,.23932248,76.544945,553.58722,194.37715,23.246634,1.7705733,.91309142,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.22170448,1.0260487,0,0,.18230528,.64953047,0,.083201416,1.1766540e-06,.37170464,64.789139,83.81884,473.30615,661.07843,114.37219,135.26112,1.4444473,17.638926,1.0283264,1.4134269,.79512125,1.0414376,.26704893,.4352977,87,4,82,1,58,6,15,3,3,80,55,41,75,74,0,26,41,46,13
2018,386,278,Lincoln,.36854285,.79139787,0,.60781705,.037941217,.18358083,83.585602,257.39447,117.96198,14.293635,1.0740092,.8184132,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.014955571,1.1713461,0,0,.0077787093,.84200662,0,.083201416,4.3780849e-16,.37170464,59.106995,118.31065,206.19456,281.01605,109.29564,126.72623,2.1388931,22.777822,.89615381,1.3011806,.17716004,1.1499885,.2218952,.5496583,87,6,82,1,56,9,13,3,3,71,7,54,27,77,0,23,41,47,12
2012,1741,1051,Lyon,.057999227,.84940368,.17219852,.62647223,0,.05073294,102.18716,169.18668,,78.017899,,1.0367144,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.58624673,1.0801829,0,.24838601,.55591249,.76640505,0,0,1.9226899e-18,.081030019,98.829041,105.04669,110.93702,283.63919,,,4.0696764,23.472269,,,.72430658,1.3739955,3.7147146e-17,.079517439,87,8,17,9,44,44,51,8,37,7,,59,,74,20,6,57,36,7
2013,1741,1051,Lyon,.063418612,.86803907,.14915739,.65944988,0,.059431802,108.64061,132.36723,150.42291,15.033091,1.3133886,.36784598,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.6675362,1.0716431,0,.18776485,.58618951,.76683509,0,0,1.9226899e-18,.096082583,105.42486,109.13969,122.70384,136.81487,138.98332,164.73337,3.9861457,23.472269,1.1636183,1.5823573,.1490557,.5686323,3.4408728e-17,.096580476,87,10,23,14,70.5,38,58,25,39,13,17,22,22,76,17,7,56,37,7
2014,1741,1051,Lyon,.10116531,.96747977,.16514686,.69918698,0,.10314594,102.07859,130.89572,139.97914,12.616176,1.2487049,.44903409,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.69489282,1.1370903,0,.22257239,.56498903,.7532233,0,0,2.6587161e-15,.14381999,100.65602,103.46329,120.48277,150.36237,130.02194,155.77199,3.9852211,21.917931,1.1120862,1.5051508,.1336403,.62329376,1.9584401e-12,.13302764,87,6,25,5,76.5,40,74,24,37,7,15,39,23,72,17,11,51,40,10
2015,1741,1051,Lyon,.13571805,.90870631,.16499309,.6196633,.0065664002,.12404988,99.259453,131.80658,139.13391,7.5646048,1.2310812,.50580233,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.68534452,1.0175046,0,.22224768,.46675318,.63445276,0,0,.094196752,.14488636,94.37397,102.18023,125.12382,144.50006,134.25008,143.83344,3.6111183,7.7560978,1.1474876,1.2125056,.40830892,.63854605,.094787434,.15701586,87,5,23,7,55,26,67,15,31,8,21,2,27,68,18,14,49,41,10
2016,1741,1051,Lyon,.19345833,.8582269,.14929919,.58457202,.062900417,.12435568,118.95715,161.32143,143.8808,6.9812789,1.0943609,.44305915,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.70491821,.94456416,0,.22064525,.43576586,.59563661,5.3484268e-08,.022089809,.095264122,.12897037,116.26955,122.73136,146.46574,175.48795,133.55836,145.28407,3.6738327,7.0905299,.94919521,1.1303355,.27508309,.50358933,.13128053,.17390087,87,6,28,8,34,31,57,19,48,10,14,3,11,68,17,14,46,43,11
2017,1741,1051,Lyon,.22137544,.7618944,.14286642,.50718051,.079897985,.11184747,107.14496,279.43997,151.85284,8.8591585,1.2496918,.37169093,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.61435729,.88127321,0,.2083876,.37299269,.58319217,.00095680932,.033348668,.06928809,.12641123,92.340302,120.10532,171.79623,535.11176,123.03894,127.08808,3.9575522,6.9792538,.92031896,1.1701931,.14476971,.42439666,.14251843,.16549523,87,10,32,8,35,37,60,24,43,54,28,9,43,67,19,15,41,46,13
2018,1741,1051,Lyon,.21270987,.75570309,.17143114,.48404306,.086129919,.10022891,117.02716,181.42574,127.92252,7.2419991,.97583079,.39185378,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.61785024,.84370404,0,.26425201,.37092707,.51499671,.0010553666,.045216814,.051436778,.12641123,92.91922,133.44235,178.96552,189.54608,121.7196,127.96234,4.0883498,7.432776,.83813244,1.0739778,.13797463,.49222961,.13088888,.17158344,87,9,22,12,21,38,58,25,49,24,12,4,9,64,23,13,41,47,12
2012,404,222,Mahnomen,.40734124,.34578466,.036196534,.16720352,0,.14238462,67.883362,248.99988,,36.493,,.69379598,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,1.1980614e-10,.50111079,0,.088387474,0,.20632662,0,0,5.8736434e-28,.19401059,43.552231,104.50923,100.12035,408.13388,,,2.8750057,26.361164,,,.26530561,.95257151,7.8743817e-12,.58319914,87,84,65,85,44,10,1,36,1,48,,24,,48,10,41,57,36,7
2013,404,222,Mahnomen,.67960203,.36073661,.036196534,.18235938,.0845723,.14218071,68.279686,112.29554,112.22736,15.750182,.88933784,1.5136057,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,1.1711162e-08,.50289237,0,.088387474,0,.20913467,0,.098392315,3.2270878e-27,.19401059,24.999054,102.22989,86.904213,135.34875,86.904213,141.93117,2.8750057,26.111164,.83385491,.99447018,1.3630292,2.175092,.55749166,1,87,86,66,84,10,11,1,2,1,3,2,25,1,51,10,39,56,37,7
2014,404,222,Mahnomen,.68366319,.50748426,.047901716,.19423239,.11069959,.26535013,54.655399,100.14024,105.41026,12.527681,.88561022,1.4505006,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,3.8694151e-13,.74819267,0,.12206972,6.0511700e-16,.23753877,0,.13020024,2.1154168e-14,.3783882,28.38509,75.739929,73.935593,123.1857,73.935593,138.09457,3.441051,21.944489,.71778518,1.0462592,1.3962033,1.8169739,.65570176,.92719859,87,72,64,84,10,5,1,1,1,2,2,38,1,38,9,52,51,40,10
